#Da biste uvek imali aktuelne stope, redovno ažurirajte Paragraf Lex
#Datum Od;Datum Do;Metod (1=prvokam-2=prvoglav);Metod (1=prop-2=konf);JP Metod (1=prop-2=konf);Denomimacija;Den(-1=ne-0=da);Zakonska dummy;Zakonska stopa;Zakonska EUR dummy;Zakonska EUR;Rast cena na malo/Ind. pot. cena;Poreska;Stop ECB;Eskontna god;Referentna god
01.01.1980.;31.01.1980.;2;2;2;0;-1;#;#;#;#;3.3000;#;#;#;#
01.02.1980.;29.02.1980.;2;2;2;0;-1;#;#;#;#;3.3000;#;#;#;#
01.03.1980.;31.03.1980.;2;2;2;0;-1;#;#;#;#;1.8000;#;#;#;#
01.04.1980.;30.04.1980.;2;2;2;0;-1;#;#;#;#;1.9000;#;#;#;#
01.05.1980.;31.05.1980.;2;2;2;0;-1;#;#;#;#;1.0000;#;#;#;#
01.06.1980.;30.06.1980.;2;2;2;0;-1;#;#;#;#;3.6000;#;#;#;#
01.07.1980.;31.07.1980.;2;2;2;0;-1;#;#;#;#;3.8000;#;#;#;#
01.08.1980.;31.08.1980.;2;2;2;0;-1;#;#;#;#;1.1000;#;#;#;#
01.09.1980.;30.09.1980.;2;2;2;0;-1;#;#;#;#;3.2000;#;#;#;#
01.10.1980.;31.10.1980.;2;2;2;0;-1;#;#;#;#;5.3000;#;#;#;#
01.11.1980.;30.11.1980.;2;2;2;0;-1;#;#;#;#;2.5000;#;#;#;#
01.12.1980.;31.12.1980.;2;2;2;0;-1;#;#;#;#;2.6000;#;#;#;#
01.01.1981.;31.01.1981.;2;2;2;0;-1;#;#;#;#;8.4000;#;#;#;#
01.02.1981.;28.02.1981.;2;2;2;0;-1;#;#;#;#;3.9000;#;#;#;#
01.03.1981.;31.03.1981.;2;2;2;0;-1;#;#;#;#;3.1000;#;#;#;#
01.04.1981.;30.04.1981.;2;2;2;0;-1;#;#;#;#;2.8000;#;#;#;#
01.05.1981.;31.05.1981.;2;2;2;0;-1;#;#;#;#;3.4000;#;#;#;#
01.06.1981.;30.06.1981.;2;2;2;0;-1;#;#;#;#;1.7000;#;#;#;#
01.07.1981.;31.07.1981.;2;2;2;0;-1;#;#;#;#;1.1000;#;#;#;#
01.08.1981.;31.08.1981.;2;2;2;0;-1;#;#;#;#;0.9000;#;#;#;#
01.09.1981.;30.09.1981.;2;2;2;0;-1;#;#;#;#;2.4000;#;#;#;#
01.10.1981.;31.10.1981.;2;2;2;0;-1;#;#;#;#;3.7000;#;#;#;#
01.11.1981.;30.11.1981.;2;2;2;0;-1;#;#;#;#;1.5000;#;#;#;#
01.12.1981.;31.12.1981.;2;2;2;0;-1;#;#;#;#;1.1000;#;#;#;#
01.01.1982.;31.01.1982.;2;2;2;0;-1;#;#;#;#;1.4000;#;#;#;#
01.02.1982.;28.02.1982.;2;2;2;0;-1;#;#;#;#;2.0000;#;#;#;#
01.03.1982.;31.03.1982.;2;2;2;0;-1;#;#;#;#;2.0000;#;#;#;#
01.04.1982.;30.04.1982.;2;2;2;0;-1;#;#;#;#;2.0000;#;#;#;#
01.05.1982.;31.05.1982.;2;2;2;0;-1;#;#;#;#;3.7000;#;#;#;#
01.06.1982.;30.06.1982.;2;2;2;0;-1;#;#;#;#;2.6000;#;#;#;#
01.07.1982.;31.07.1982.;2;2;2;0;-1;#;#;#;#;4.1000;#;#;#;#
01.08.1982.;31.08.1982.;2;2;2;0;-1;#;#;#;#;1.4000;#;#;#;#
01.09.1982.;30.09.1982.;2;2;2;0;-1;#;#;#;#;2.4000;#;#;#;#
01.10.1982.;31.10.1982.;2;2;2;0;-1;#;#;#;#;2.1000;#;#;#;#
01.11.1982.;30.11.1982.;2;2;2;0;-1;#;#;#;#;2.2000;#;#;#;#
01.12.1982.;31.12.1982.;2;2;2;0;-1;#;#;#;#;1.2000;#;#;#;#
01.01.1983.;31.01.1983.;2;2;2;0;-1;#;#;#;#;1.2000;#;#;#;#
01.02.1983.;28.02.1983.;2;2;2;0;-1;#;#;#;#;2.5000;#;#;#;#
01.03.1983.;31.03.1983.;2;2;2;0;-1;#;#;#;#;2.6000;#;#;#;#
01.04.1983.;30.04.1983.;2;2;2;0;-1;#;#;#;#;4.9000;#;#;#;#
01.05.1983.;31.05.1983.;2;2;2;0;-1;#;#;#;#;2.6000;#;#;#;#
01.06.1983.;30.06.1983.;2;2;2;0;-1;#;#;#;#;2.7000;#;#;#;#
01.07.1983.;31.07.1983.;2;2;2;0;-1;#;#;#;#;1.9000;#;#;#;#
01.08.1983.;31.08.1983.;2;2;2;0;-1;#;#;#;#;4.7000;#;#;#;#
01.09.1983.;30.09.1983.;2;2;2;0;-1;#;#;#;#;7.6000;#;#;#;#
01.10.1983.;31.10.1983.;2;2;2;0;-1;#;#;#;#;4.9000;#;#;#;#
01.11.1983.;30.11.1983.;2;2;2;0;-1;#;#;#;#;4.1000;#;#;#;#
01.12.1983.;31.12.1983.;2;2;2;0;-1;#;#;#;#;7.3000;#;#;#;#
01.01.1984.;31.01.1984.;2;2;2;0;-1;#;#;#;#;2.3000;#;#;#;#
01.02.1984.;29.02.1984.;2;2;2;0;-1;#;#;#;#;1.4000;#;#;#;#
01.03.1984.;31.03.1984.;2;2;2;0;-1;#;#;#;#;1.1000;#;#;#;#
01.04.1984.;30.04.1984.;2;2;2;0;-1;#;#;#;#;2.2000;#;#;#;#
01.05.1984.;31.05.1984.;2;2;2;0;-1;#;#;#;#;2.2000;#;#;#;#
01.06.1984.;30.06.1984.;2;2;2;0;-1;#;#;#;#;6.3000;#;#;#;#
01.07.1984.;31.07.1984.;2;2;2;0;-1;#;#;#;#;5.4000;#;#;#;#
01.08.1984.;31.08.1984.;2;2;2;0;-1;#;#;#;#;3.3000;#;#;#;#
01.09.1984.;30.09.1984.;2;2;2;0;-1;#;#;#;#;5.4000;#;#;#;#
01.10.1984.;31.10.1984.;2;2;2;0;-1;#;#;#;#;6.0000;#;#;#;#
01.11.1984.;30.11.1984.;2;2;2;0;-1;#;#;#;#;3.9000;#;#;#;#
01.12.1984.;31.12.1984.;2;2;2;0;-1;#;#;#;#;3.3000;#;#;#;#
01.01.1985.;31.01.1985.;2;2;2;0;-1;#;#;#;#;9.2000;#;#;#;#
01.02.1985.;28.02.1985.;2;2;2;0;-1;#;#;#;#;4.0000;#;#;#;#
01.03.1985.;31.03.1985.;2;2;2;0;-1;#;#;#;#;5.2000;#;#;#;#
01.04.1985.;30.04.1985.;2;2;2;0;-1;#;#;#;#;6.2000;#;#;#;#
01.05.1985.;31.05.1985.;2;2;2;0;-1;#;#;#;#;4.4000;#;#;#;#
01.06.1985.;30.06.1985.;2;2;2;0;-1;#;#;#;#;1.9000;#;#;#;#
01.07.1985.;31.07.1985.;2;2;2;0;-1;#;#;#;#;4.1000;#;#;#;#
01.08.1985.;31.08.1985.;2;2;2;0;-1;#;#;#;#;4.3000;#;#;#;#
01.09.1985.;30.09.1985.;2;2;2;0;-1;#;#;#;#;4.3000;#;#;#;#
01.10.1985.;31.10.1985.;2;2;2;0;-1;#;#;#;#;9.1000;#;#;#;#
01.11.1985.;30.11.1985.;2;2;2;0;-1;#;#;#;#;3.3000;#;#;#;#
01.12.1985.;31.12.1985.;2;2;2;0;-1;#;#;#;#;4.2000;#;#;#;#
01.01.1986.;31.01.1986.;2;2;2;0;-1;#;#;#;#;7.5000;#;#;#;#
01.02.1986.;28.02.1986.;2;2;2;0;-1;#;#;#;#;5.6000;#;#;#;#
01.03.1986.;31.03.1986.;2;2;2;0;-1;#;#;#;#;6.0000;#;#;#;#
01.04.1986.;30.04.1986.;2;2;2;0;-1;#;#;#;#;8.5000;#;#;#;#
01.05.1986.;31.05.1986.;2;2;2;0;-1;#;#;#;#;3.9000;#;#;#;#
01.06.1986.;30.06.1986.;2;2;2;0;-1;#;#;#;#;6.3000;#;#;#;#
01.07.1986.;31.07.1986.;2;2;2;0;-1;#;#;#;#;3.0000;#;#;#;#
01.08.1986.;31.08.1986.;2;2;2;0;-1;#;#;#;#;4.9000;#;#;#;#
01.09.1986.;30.09.1986.;2;2;2;0;-1;#;#;#;#;6.2000;#;#;#;#
01.10.1986.;31.10.1986.;2;2;2;0;-1;#;#;#;#;6.8000;#;#;#;#
01.11.1986.;30.11.1986.;2;2;2;0;-1;#;#;#;#;5.0000;#;#;#;#
01.12.1986.;31.12.1986.;2;2;2;0;-1;#;#;#;#;3.4000;#;#;#;#
01.01.1987.;31.01.1987.;2;2;2;0;-1;#;#;#;#;6.6000;#;#;#;#
01.02.1987.;28.02.1987.;2;2;2;0;-1;#;#;#;#;7.2000;#;#;#;#
01.03.1987.;31.03.1987.;2;2;2;0;-1;#;#;#;#;7.0000;#;#;#;#
01.04.1987.;30.04.1987.;2;2;2;0;-1;#;#;#;#;7.0000;#;#;#;#
01.05.1987.;31.05.1987.;2;2;2;0;-1;#;#;#;#;5.0000;#;#;#;#
01.06.1987.;30.06.1987.;2;2;2;0;-1;#;#;#;#;9.4000;#;#;#;#
01.07.1987.;31.07.1987.;2;2;2;0;-1;#;#;#;#;6.1000;#;#;#;#
01.08.1987.;31.08.1987.;2;2;2;0;-1;#;#;#;#;11.1000;#;#;#;#
01.09.1987.;30.09.1987.;2;2;2;0;-1;#;#;#;#;8.7000;#;#;#;#
01.10.1987.;31.10.1987.;2;2;2;0;-1;#;#;#;#;12.2000;#;#;#;#
01.11.1987.;30.11.1987.;2;2;2;0;-1;#;#;#;#;15.9000;#;#;#;#
01.12.1987.;31.12.1987.;2;2;2;0;-1;#;#;#;#;6.2000;#;#;#;#
01.01.1988.;31.01.1988.;2;2;2;0;-1;#;#;#;#;3.2000;#;#;#;#
01.02.1988.;29.02.1988.;2;2;2;0;-1;#;#;#;#;5.9000;#;#;#;#
01.03.1988.;31.03.1988.;2;2;2;0;-1;#;#;#;#;6.4000;#;#;#;#
01.04.1988.;30.04.1988.;2;2;2;0;-1;#;#;#;#;6.6000;#;#;#;#
01.05.1988.;31.05.1988.;2;2;2;0;-1;#;#;#;#;3.8000;#;#;#;#
01.06.1988.;30.06.1988.;2;2;2;0;-1;#;#;#;#;21.1000;#;#;#;#
01.07.1988.;31.07.1988.;2;2;2;0;-1;#;#;#;#;11.2000;#;#;#;#
01.08.1988.;31.08.1988.;2;2;2;0;-1;#;#;#;#;14.7000;#;#;#;#
01.09.1988.;30.09.1988.;2;2;2;0;-1;#;#;#;#;15.4000;#;#;#;#
01.10.1988.;31.10.1988.;2;2;2;0;-1;#;#;#;#;19.1000;#;#;#;#
01.11.1988.;30.11.1988.;2;2;2;0;-1;#;#;#;#;13.3000;#;#;#;#
01.12.1988.;31.12.1988.;2;2;2;0;-1;#;#;#;#;13.4000;#;#;#;#
01.01.1989.;31.01.1989.;2;2;2;0;-1;#;#;#;#;15.2000;#;#;#;#
01.02.1989.;28.02.1989.;2;2;2;0;-1;#;#;#;#;21.7000;#;#;#;#
01.03.1989.;31.03.1989.;2;2;2;0;-1;#;#;#;#;18.5000;#;#;#;#
01.04.1989.;30.04.1989.;2;2;2;0;-1;#;#;#;#;26.4000;#;#;#;#
01.05.1989.;31.05.1989.;2;2;2;0;-1;#;#;#;#;23.4000;#;#;#;#
01.06.1989.;30.06.1989.;2;2;2;0;-1;#;#;#;#;29.8000;#;#;#;#
01.07.1989.;31.07.1989.;2;2;2;0;-1;#;#;#;#;31.3000;#;#;#;#
01.08.1989.;31.08.1989.;2;2;2;0;-1;#;#;#;#;28.3000;#;#;#;#
01.09.1989.;30.09.1989.;2;2;2;0;-1;#;#;#;#;48.0000;#;#;#;#
01.10.1989.;31.10.1989.;2;2;2;0;-1;#;#;#;#;45.6000;#;#;#;#
01.11.1989.;30.11.1989.;2;2;2;0;-1;#;#;#;#;42.4000;#;#;#;#
01.12.1989.;31.12.1989.;2;2;2;0;-1;#;#;#;#;58.8000;#;#;#;#
01.01.1990.;31.01.1990.;2;2;2;10000;1;#;#;#;#;41.5000;#;#;#;#
01.02.1990.;28.02.1990.;2;2;2;0;-1;#;#;#;#;13.6000;#;#;#;#
01.03.1990.;31.03.1990.;2;2;2;0;-1;#;#;#;#;5.2000;#;#;#;#
01.04.1990.;30.04.1990.;2;2;2;0;-1;#;#;#;#;2.8000;#;#;#;#
01.05.1990.;31.05.1990.;2;2;2;0;-1;#;#;#;#;0.2000;#;#;#;#
01.06.1990.;30.06.1990.;2;2;2;0;-1;#;#;#;#;0.3000;#;#;#;#
01.07.1990.;31.07.1990.;2;2;2;0;-1;#;#;#;#;2.2000;#;#;#;#
01.08.1990.;31.08.1990.;2;2;2;0;-1;#;#;#;#;1.9000;#;#;#;#
01.09.1990.;30.09.1990.;2;2;2;0;-1;#;#;#;#;7.1000;#;#;#;#
01.10.1990.;31.10.1990.;2;2;2;0;-1;#;#;#;#;8.1000;#;#;#;#
01.11.1990.;30.11.1990.;2;2;2;0;-1;#;#;#;#;3.0000;#;#;#;#
01.12.1990.;31.12.1990.;2;2;2;0;-1;#;#;#;#;2.7000;#;#;#;#
01.01.1991.;31.01.1991.;2;2;2;0;-1;#;#;#;#;5.6000;#;#;#;#
01.02.1991.;28.02.1991.;2;2;2;0;-1;#;#;#;#;9.2000;#;#;#;#
01.03.1991.;31.03.1991.;2;2;2;0;-1;#;#;#;#;3.2000;#;#;#;#
01.04.1991.;30.04.1991.;2;2;2;0;-1;#;#;#;#;4.9000;#;#;#;#
01.05.1991.;31.05.1991.;2;2;2;0;-1;#;#;#;#;11.4000;#;#;#;#
01.06.1991.;30.06.1991.;2;2;2;0;-1;#;#;#;#;10.3000;#;#;#;#
01.07.1991.;31.07.1991.;2;2;2;0;-1;#;#;#;#;5.8000;#;#;#;#
01.08.1991.;31.08.1991.;2;2;2;0;-1;#;#;#;#;8.0000;#;#;#;#
01.09.1991.;30.09.1991.;2;2;2;0;-1;#;#;#;#;14.4000;#;#;#;#
01.10.1991.;31.10.1991.;2;2;2;0;-1;#;#;#;#;19.0000;#;#;#;#
01.11.1991.;30.11.1991.;2;2;2;0;-1;#;#;#;#;18.9000;#;#;#;#
01.12.1991.;31.12.1991.;2;2;2;0;-1;#;#;#;#;18.2000;#;#;#;#
01.01.1992.;31.01.1992.;2;2;2;0;-1;#;#;#;#;29.1000;#;#;#;#
01.02.1992.;29.02.1992.;2;2;2;0;-1;#;#;#;#;50.7000;#;#;#;#
01.03.1992.;31.03.1992.;2;2;2;0;-1;#;#;#;#;41.9000;#;#;#;#
01.04.1992.;30.04.1992.;2;2;2;0;-1;#;#;#;#;77.5000;#;#;#;#
01.05.1992.;31.05.1992.;2;2;2;0;-1;#;#;#;#;80.8000;#;#;#;#
01.06.1992.;30.06.1992.;2;2;2;0;-1;#;#;#;#;102.3000;#;#;#;#
01.07.1992.;31.07.1992.;2;2;2;10;0;#;#;#;#;62.0000;#;#;#;#
01.08.1992.;31.08.1992.;2;2;2;0;-1;#;#;#;#;42.4000;#;#;#;#
01.09.1992.;30.09.1992.;2;2;2;0;-1;#;#;#;#;64.4000;#;#;#;#
01.10.1992.;31.10.1992.;2;2;2;0;-1;#;#;#;#;49.8000;#;#;#;#
01.11.1992.;30.11.1992.;2;2;2;0;-1;#;#;#;#;33.3000;#;#;#;#
01.12.1992.;31.12.1992.;2;2;2;0;-1;#;#;#;#;46.6000;#;#;#;#
01.01.1993.;31.01.1993.;2;2;2;0;-1;#;#;#;#;100.6000;#;#;#;#
01.02.1993.;28.02.1993.;2;2;2;0;-1;#;#;#;#;211.8000;#;#;#;#
01.03.1993.;31.03.1993.;2;2;2;0;-1;#;#;#;#;225.8000;#;#;#;#
01.04.1993.;30.04.1993.;2;2;2;0;-1;#;#;#;#;114.1000;#;#;#;#
01.05.1993.;31.05.1993.;2;2;2;0;-1;#;#;#;#;205.2000;#;#;#;#
01.06.1993.;30.06.1993.;2;2;2;0;-1;#;#;#;#;366.3000;#;#;#;#
01.07.1993.;31.07.1993.;2;2;2;0;-1;#;#;#;#;431.6000;#;#;#;#
01.08.1993.;31.08.1993.;2;2;2;0;-1;#;#;#;#;1880.6000;#;#;#;#
01.09.1993.;30.09.1993.;2;2;2;0;-1;#;#;#;#;643.2000;#;#;#;#
01.10.1993.;31.10.1993.;2;2;2;1000000;0;#;#;#;#;1895.6000;#;#;#;#
01.11.1993.;30.11.1993.;2;2;2;0;-1;#;#;#;#;20190.1000;#;#;#;#
01.12.1993.;31.12.1993.;2;2;2;0;-1;#;#;#;#;178882.0000;#;#;#;#
01.01.1994.;23.01.1994.;2;2;2;1000000000;0;#;#;#;#;313563558.0000;#;#;#;#
24.01.1994.;31.01.1994.;2;2;2;12000000;0;#;#;#;#;313563558.0000;#;#;#;#
01.02.1994.;28.02.1994.;2;2;2;0;-1;#;#;#;#;2143.3000;#;#;#;#
01.03.1994.;31.03.1994.;2;2;2;0;-1;#;#;#;#;-6.7000;#;#;#;#
01.04.1994.;07.04.1994.;2;2;2;0;-1;#;#;#;#;-0.4000;#;#;#;#
08.04.1994.;30.04.1994.;2;2;2;0;-1;14.6000;1.2000;#;#;-0.4000;#;#;#;#
01.05.1994.;31.05.1994.;2;2;2;0;-1;14.1290;1.2000;#;#;-0.3000;#;#;#;#
01.06.1994.;30.06.1994.;2;2;2;0;-1;14.6000;1.2000;#;#;-1.4000;#;#;#;#
01.07.1994.;31.07.1994.;2;2;2;0;-1;14.1290;1.2000;#;#;-1.3000;#;#;#;#
01.08.1994.;31.08.1994.;2;2;2;0;-1;14.1290;1.2000;#;#;-0.5000;#;#;#;#
01.09.1994.;30.09.1994.;2;2;2;0;-1;14.6000;1.2000;#;#;0.2000;#;#;#;#
01.10.1994.;31.10.1994.;2;2;2;0;-1;16.6817;1.4168;#;#;1.4000;#;#;#;#
01.11.1994.;30.11.1994.;2;2;2;0;-1;86.1887;7.0840;#;#;7.0000;#;#;#;#
01.12.1994.;31.12.1994.;2;2;2;0;-1;29.7887;2.5300;#;#;2.5000;#;#;#;#
01.01.1995.;31.01.1995.;2;2;2;0;-1;147.7520;12.5488;#;#;12.4000;#;#;#;#
01.02.1995.;28.02.1995.;2;2;2;0;-1;25.0651;1.9228;#;#;1.9000;#;#;#;#
01.03.1995.;31.03.1995.;2;2;2;0;-1;25.0225;2.1252;#;#;2.1000;#;#;#;#
01.04.1995.;30.04.1995.;2;2;2;0;-1;100.9639;8.2984;#;#;8.2000;#;#;#;#
01.05.1995.;31.05.1995.;2;2;2;0;-1;60.7690;5.1612;#;#;5.1000;#;#;#;#
01.06.1995.;30.06.1995.;2;2;2;0;-1;65.2571;5.3636;#;#;5.3000;#;#;#;#
01.07.1995.;31.07.1995.;2;2;2;0;-1;78.6422;6.6792;#;#;6.6000;#;#;#;#
01.08.1995.;31.08.1995.;2;2;2;0;-1;90.5577;7.6912;#;#;7.6000;#;#;#;#
01.09.1995.;30.09.1995.;2;2;2;0;-1;125.5892;10.3224;#;#;10.2000;#;#;#;#
01.10.1995.;31.10.1995.;2;2;2;0;-1;117.9633;10.0188;#;#;9.9000;#;#;#;#
01.11.1995.;30.11.1995.;2;2;2;0;-1;67.7197;5.5660;#;#;5.5000;#;#;#;#
01.12.1995.;31.12.1995.;2;2;2;0;-1;88.1746;7.4888;#;#;7.4000;#;#;#;#
01.01.1996.;31.01.1996.;2;2;2;0;-1;113.5072;9.6140;#;#;9.5000;#;#;#;#
01.02.1996.;29.02.1996.;2;2;2;0;-1;61.3063;4.8576;#;#;4.8000;#;#;#;#
01.03.1996.;31.03.1996.;2;2;2;0;-1;86.0265;7.2864;#;#;7.2000;#;#;#;#
01.04.1996.;30.04.1996.;2;2;2;0;-1;38.2738;3.1372;#;#;3.1000;#;#;#;#
01.05.1996.;31.05.1996.;2;2;2;0;-1;21.5066;1.8216;#;#;1.8000;#;#;#;#
01.06.1996.;28.06.1996.;2;2;2;0;-1;40.7431;3.3396;#;#;3.3000;#;#;#;#
29.06.1996.;30.06.1996.;2;2;2;0;-1;55.3831;4.5396;#;#;3.3000;#;#;#;#
01.07.1996.;31.07.1996.;2;2;2;0;-1;93.0254;7.8792;#;#;6.6000;#;#;#;#
01.08.1996.;31.08.1996.;2;2;2;0;-1;41.6484;3.5276;#;#;2.3000;#;#;#;#
01.09.1996.;30.09.1996.;2;2;2;0;-1;29.4557;2.4144;#;#;1.2000;#;#;#;#
01.10.1996.;31.10.1996.;2;2;2;0;-1;30.8951;2.6168;#;#;1.4000;#;#;#;#
01.11.1996.;30.11.1996.;2;2;2;0;-1;36.8635;3.0216;#;#;1.8000;#;#;#;#
01.12.1996.;31.12.1996.;2;2;2;0;-1;66.7395;5.6528;#;#;4.4000;#;#;#;#
01.01.1997.;31.01.1997.;2;2;2;0;-1;30.8107;2.6168;#;#;1.4000;#;#;#;#
01.02.1997.;28.02.1997.;2;2;2;0;-1;23.5581;1.8072;#;#;0.6000;#;#;#;#
01.03.1997.;31.03.1997.;2;2;2;0;-1;26.0445;2.2120;#;#;1.0000;#;#;#;#
01.04.1997.;30.04.1997.;2;2;2;0;-1;15.8313;1.3012;#;#;0.1000;#;#;#;#
01.05.1997.;31.05.1997.;2;2;2;0;-1;16.5121;1.4024;#;#;0.2000;#;#;#;#
01.06.1997.;30.06.1997.;2;2;2;0;-1;14.6000;1.2000;#;#;-0.1000;#;#;#;#
01.07.1997.;31.07.1997.;2;2;2;0;-1;15.3206;1.3012;#;#;0.1000;#;#;#;#
01.08.1997.;31.08.1997.;2;2;2;0;-1;14.1290;1.2000;#;#;-0.3000;#;#;#;#
01.09.1997.;30.09.1997.;2;2;2;0;-1;17.0625;1.4024;#;#;0.2000;#;#;#;#
01.10.1997.;31.10.1997.;2;2;2;0;-1;15.3206;1.3012;#;#;0.1000;#;#;#;#
01.11.1997.;30.11.1997.;2;2;2;0;-1;74.9321;6.1588;#;#;4.9000;#;#;#;#
01.12.1997.;31.12.1997.;2;2;2;0;-1;26.0445;2.2120;#;#;1.0000;#;#;#;#
01.01.1998.;31.01.1998.;2;2;2;0;-1;39.1515;3.3252;#;#;2.1000;#;#;#;#
01.02.1998.;28.02.1998.;2;2;2;0;-1;59.1769;4.5396;#;#;3.3000;#;#;#;#
01.03.1998.;31.03.1998.;2;2;2;0;-1;33.1938;2.8192;#;#;1.6000;#;#;#;#
01.04.1998.;30.04.1998.;2;2;2;0;-1;79.8571;6.5636;#;#;5.3000;#;#;#;#
01.05.1998.;31.05.1998.;2;2;2;0;-1;66.5572;5.6528;#;#;4.4000;#;#;#;#
